0 << value = 0, time = 0.8>>
1 << value = 0, time = 2.6>>
2 << value = 1, time = 3.3>>
3 << value = 1, time = 3.7>>
4 << value = 0, time = 5.1>>
5 << value = 0, time = 5.0>>
6 << value = 0, time = 6.6>>
7 << value = 0, time = 8.1>>
