<< value = 0, time = 0.1>>
<< value = 0, time = 3.6>>
<< value = 0, time = 4.3>>
<< value = 1, time = 3.8>>
<< value = 0, time = 5.4>>
<< value = 0, time = 5.4>>
<< value = 0, time = 8.6>>
<< value = 1, time = 8.8>>
